--;2022-05-09-115711-VEMS-Bytelog-u20.csv;
5f;38;00;00;00;49;00;00;00;00;00;ff;01;50;b3;00;f2;bc;00;00;04;c0;cc;fe;00;00;b1;8e;64;41;00;c4;ff;ff;00;a5;7f;7f;80;80;
5f;38;00;00;00;49;00;00;00;00;00;ff;01;50;b3;01;ff;7f;00;00;04;c0;cd;01;00;00;b1;d1;64;40;00;c4;ff;ff;00;a5;7f;7f;80;80;
5f;38;00;00;00;49;00;00;00;00;00;ff;01;50;b3;02;b4;7c;00;00;04;40;cd;01;00;00;b4;2c;64;40;00;c4;ff;ff;00;a7;7f;7f;80;80;
