--,2022-05-09-120231-VEMS-Bytelog-fr2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f,38,00,00,00,49,00,00,00,00,00,ff,01,50,b3,01,a8,65,00,00,04,c0,cc,ff,00,00,b3,b8,64,3e,00,c4,ff,ff,00,a7,7f,7f,80,80,
5f,38,00,00,00,49,00,00,00,00,00,ff,01,50,b3,01,d3,2b,00,00,04,c0,cc,ff,00,00,b2,63,64,3f,00,c4,ff,ff,00,a6,7f,7f,80,80,
5f,38,00,00,00,49,00,00,00,00,00,ff,01,50,b2,ff,c5,9d,00,00,04,c0,cc,fe,00,00,b3,1b,64,41,00,c4,ff,ff,00,a6,7f,7f,80,80,
